,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,address_range,week_range,weekday_range,time_range,il_address,il_week,il_weekday,il_time
0,10551100122.0,10551103771.0,46.0,46.0,2.0,2.0,93.0,93.0,5,0,5,5,689.1635506147883,172.2908876536971,172.2908876536971,0.0,3649.0,0.0,0.0,0.0,0.00045550244203734547,0,0.0,0.0
1,10551100122.0,10551105930.0,46.0,46.0,3.0,3.0,48.0,48.0,5,1,5,5,1059.9703553983527,264.9925888495882,264.9925888495882,0.08,5808.0,0.0,0.0,0.0,0.0007250090938210202,0,0.0,0.0
2,10551100122.0,10551106045.0,46.0,46.0,2.0,2.0,48.0,48.0,5,2,5,5,527.1816283462664,131.79540708656663,131.79540708656663,0.24000000000000005,5923.0,0.0,0.0,0.0,0.0007393644736056994,0,0.0,0.0
3,10551100122.0,10551106160.0,46.0,46.0,3.0,3.0,19.0,19.0,5,3,5,5,542.1586522431107,135.53966306077768,135.53966306077768,0.08,6038.0,0.0,0.0,0.0,0.0007537198533903787,0,0.0,0.0
4,10551100122.0,10551107040.0,46.0,46.0,4.0,4.0,2.0,2.0,7,4,7,7,425.6055773117736,70.9342628852956,70.9342628852956,0.04081632653061224,6918.0,0.0,0.0,0.0,0.0008635697160905332,0,0.0,0.0
5,10551100122.0,10551107774.0,46.0,46.0,2.0,2.0,86.0,86.0,11,5,11,11,551.777003484321,55.1777003484321,59.624203576187256,0.05785123966942149,7652.0,0.0,0.0,0.0,0.0009551944879336167,0,0.0,0.0
6,10551100122.0,10551107820.0,46.0,46.0,1.0,1.0,19.0,19.0,9,6,9,9,475.69007916456087,59.4612598955701,59.4612598955701,0.04938271604938271,7698.0,0.0,0.0,0.0,0.0009609366398474885,0,0.0,0.0
7,10551100122.0,10551107820.0,46.0,46.0,1.0,1.0,86.0,87.0,12,7,12,11,817.073170731707,74.27937915742791,79.98927765932532,0.07638888888888888,7698.0,0.0,0.0,1.0,0.0009609366398474885,0,0.0,0.010526315789473684
8,10551100122.0,10551107820.0,46.0,46.0,2.0,2.0,5.0,5.0,12,8,12,12,379.0487190328384,34.458974457530765,34.458974457530765,0.027777777777777776,7698.0,0.0,0.0,0.0,0.0009609366398474885,0,0.0,0.0
9,10551100122.0,10551107820.0,46.0,46.0,4.0,4.0,34.0,35.0,7,9,7,7,507.7730229914098,84.62883716523497,84.62883716523497,0.061224489795918366,7698.0,0.0,0.0,1.0,0.0009609366398474885,0,0.0,0.010526315789473684
10,10551100122.0,10551108077.0,46.0,46.0,1.0,1.0,13.0,13.0,15,10,15,15,442.97679643222483,31.641199745158918,31.641199745158918,0.08888888888888888,7955.0,0.0,0.0,0.0,0.000993017792931511,0,0.0,0.0
11,10551100122.0,10551108077.0,46.0,46.0,2.0,2.0,66.0,67.0,6,11,6,5,612.1052409181427,122.42104818362854,122.42104818362854,0.05555555555555555,7955.0,0.0,0.0,1.0,0.000993017792931511,0,0.0,0.010526315789473684
12,10551100122.0,10551108077.0,46.0,46.0,2.0,2.0,85.0,85.0,10,12,10,10,331.775700934579,36.863966770508775,39.198086922027024,0.09999999999999999,7955.0,0.0,0.0,0.0,0.000993017792931511,0,0.0,0.0
13,10551100122.0,10551108077.0,46.0,46.0,2.0,2.0,91.0,91.0,7,13,7,7,785.4501886533337,130.9083647755556,130.9083647755556,0.16326530612244897,7955.0,0.0,0.0,0.0,0.000993017792931511,0,0.0,0.0
14,10551100122.0,10551108077.0,46.0,46.0,3.0,3.0,73.0,73.0,8,14,8,8,365.1955759112862,52.17079655875517,52.17079655875517,0.0625,7955.0,0.0,0.0,0.0,0.000993017792931511,0,0.0,0.0
15,10551100122.0,10551108210.0,46.0,46.0,1.0,1.0,40.0,40.0,7,15,7,7,173.32019122564833,28.886698537608055,28.886698537608055,0.18367346938775508,8088.0,0.0,0.0,0.0,0.0010096201017259661,0,0.0,0.0
16,10551100122.0,10551108210.0,46.0,46.0,1.0,1.0,53.0,53.0,6,16,6,6,937.650087826945,187.530017565389,187.530017565389,0.05555555555555555,8088.0,0.0,0.0,0.0,0.0010096201017259661,0,0.0,0.0
17,10551100122.0,10551108210.0,46.0,46.0,1.0,1.0,95.0,95.0,10,17,10,10,587.1847734546064,65.24275260606737,65.24275260606737,0.12000000000000002,8088.0,0.0,0.0,0.0,0.0010096201017259661,0,0.0,0.0
18,10551100122.0,10551108210.0,46.0,46.0,3.0,3.0,55.0,55.0,5,18,5,5,113.8750119497975,28.468752987449374,28.468752987449374,0.24000000000000005,8088.0,0.0,0.0,0.0,0.0010096201017259661,0,0.0,0.0
19,10551100122.0,10551108210.0,46.0,46.0,4.0,4.0,9.0,9.0,6,19,6,6,518.356745831228,103.67134916624559,103.67134916624559,0.16666666666666666,8088.0,0.0,0.0,0.0,0.0010096201017259661,0,0.0,0.0
20,10551100122.0,10551108210.0,46.0,46.0,4.0,4.0,30.0,31.0,7,20,7,7,224.1253127811998,37.35421879686663,37.35421879686663,0.2857142857142857,8088.0,0.0,0.0,1.0,0.0010096201017259661,0,0.0,0.010526315789473684
21,10551100122.0,10551108264.0,46.0,46.0,1.0,1.0,15.0,16.0,6,21,6,6,478.53932962775855,95.70786592555172,95.70786592555172,0.1111111111111111,8142.0,0.0,0.0,1.0,0.0010163608887552938,0,0.0,0.010526315789473684
22,10551100122.0,10551108264.0,46.0,46.0,1.0,1.0,34.0,34.0,8,22,8,8,536.7874679760888,76.68392399658411,76.68392399658411,0.09375,8142.0,0.0,0.0,0.0,0.0010163608887552938,0,0.0,0.0
23,10551100122.0,10551108264.0,46.0,46.0,3.0,3.0,53.0,53.0,8,23,8,8,262.264228618228,37.466318374032575,37.466318374032575,0.0625,8142.0,0.0,0.0,0.0,0.0010163608887552938,0,0.0,0.0
24,10551100122.0,10551108571.0,46.0,46.0,1.0,1.0,4.0,4.0,5,24,5,5,302.65152522539336,75.66288130634834,75.66288130634834,0.04,8449.0,0.0,0.0,0.0,0.0010546835113109158,0,0.0,0.0
25,10551100122.0,10551108571.0,46.0,46.0,1.0,1.0,24.0,24.0,8,25,8,8,166.758250361187,23.822607194455287,23.822607194455287,0.078125,8449.0,0.0,0.0,0.0,0.0010546835113109158,0,0.0,0.0
26,10551100122.0,10551108571.0,46.0,46.0,1.0,1.0,56.0,56.0,16,26,16,16,971.0021896580768,64.73347931053846,64.73347931053846,0.08203125,8449.0,0.0,0.0,0.0,0.0010546835113109158,0,0.0,0.0
27,10551100122.0,10551108571.0,46.0,46.0,3.0,3.0,26.0,26.0,7,27,7,7,143.57462622714232,23.929104371190387,23.929104371190387,0.04081632653061224,8449.0,0.0,0.0,0.0,0.0010546835113109158,0,0.0,0.0
28,10551100122.0,10551108571.0,46.0,46.0,4.0,4.0,31.0,31.0,12,28,12,12,633.310104529617,57.57364586632882,62.01721560707993,0.08333333333333333,8449.0,0.0,0.0,0.0,0.0010546835113109158,0,0.0,0.0
29,10551100122.0,10551108750.0,46.0,46.0,1.0,1.0,33.0,33.0,11,29,11,11,548.292682926829,54.8292682926829,56.802059403359536,0.06611570247933884,8628.0,0.0,0.0,0.0,0.0010770279720192428,0,0.0,0.0
30,10551100122.0,10551108750.0,46.0,46.0,2.0,2.0,38.0,38.0,9,30,9,9,890.7347145022738,111.34183931278423,111.34183931278423,0.04938271604938271,8628.0,0.0,0.0,0.0,0.0010770279720192428,0,0.0,0.0
31,10551100122.0,10551109221.0,46.0,46.0,1.0,1.0,64.0,64.0,9,31,9,9,19774.9915782382,2471.873947279775,2471.873947279775,0.13580246913580246,9099.0,0.0,0.0,0.0,0.0011358226144417118,0,0.0,0.0
32,10551100122.0,10551109221.0,46.0,46.0,2.0,2.0,63.0,64.0,7,32,7,7,20355.798383021727,3392.6330638369545,3392.6330638369545,0.0,9099.0,0.0,0.0,1.0,0.0011358226144417118,0,0.0,0.010526315789473684
33,10551100122.0,10551109221.0,46.0,46.0,2.0,2.0,69.0,70.0,6,33,6,6,19559.583964965437,3911.9167929930873,3911.9167929930873,0.0,9099.0,0.0,0.0,1.0,0.0011358226144417118,0,0.0,0.010526315789473684
34,10551100122.0,10551109221.0,46.0,46.0,3.0,3.0,50.0,50.0,7,34,7,7,19541.6666666667,3256.9444444444503,3905.6046824995856,0.0,9099.0,0.0,0.0,0.0,0.0011358226144417118,0,0.0,0.0
35,10551100122.0,10551109221.0,46.0,46.0,3.0,3.0,75.0,75.0,12,35,12,12,20106.80899444164,1827.8917267674217,1827.8917267674217,0.10416666666666667,9099.0,0.0,0.0,0.0,0.0011358226144417118,0,0.0,0.0
36,10551100122.0,10551109221.0,46.0,46.0,3.0,3.0,89.0,89.0,16,36,16,16,19208.3333333333,1280.5555555555534,1370.9771048389011,0.06640625,9099.0,0.0,0.0,0.0,0.0011358226144417118,0,0.0,0.0
