args: Namespace(k=50, delta=400, beta=200000, mu=100000, l=1, tkc=50, year='2014', month='11', n_users=370, user_id=None, seed=None, sample_size=40000, filename='transformed_date_2014-11-eletricity_consumption_sample_164102.csv', display=False, disable_dp=False, phi=None, big_beta=None, history=False)
Execution_Time:  0:19:28.894202
         3532152379 function calls (3493289387 primitive calls) in 1168.899 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
1363677214/1363668929  136.270    0.000  146.144    0.000 {built-in method builtins.isinstance}
178283888  124.463    0.000  208.792    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:77(difference)
 90965034   90.385    0.000  359.238    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1016(__getitem__)
 10542733   70.196    0.000  572.518    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:149(information_loss_given_t)
 90956750   66.035    0.000  161.289    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1139(_get_value)
 92115648   58.288    0.000   76.164    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3763(get_loc)
 89141944   54.387    0.000  271.066    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:45(information_loss)
 91452863   39.794    0.000   71.522    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
26094271/39962   29.279    0.000  130.607    0.003 /usr/lib/python3.12/copy.py:118(deepcopy)
 89141944   22.652    0.000  293.718    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:109(__truediv__)
 93131271   21.151    0.000   37.781    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:750(_values)
 11123826   16.873    0.000  159.477    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:198(information_loss)
 93131271   16.553    0.000   16.630    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1960(internal_values)
178283888   16.551    0.000   16.551    0.000 {built-in method builtins.abs}
 91452863   15.255    0.000   22.824    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:367(apply_if_callable)
45048473/42567805   11.936    0.000   32.164    0.000 {built-in method builtins.min}
 45005233   11.162    0.000   11.162    0.000 {built-in method builtins.max}
  3726600   10.719    0.000   17.580    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:556(_array_equivalent_float)
   479544   10.120    0.000  149.989    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2141(_setitem_with_indexer_missing)
 10502650    9.001    0.000  731.856    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:117(tuple_enlargement)
  1880611    8.425    0.000    9.903    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:639(copy)
1007375/1007374    7.897    0.000   55.913    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:371(__init__)
 93337666    7.835    0.000    7.835    0.000 {built-in method builtins.callable}
  3588051    7.201    0.000   13.170    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6206(__setattr__)
 92115648    6.947    0.000    6.947    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6612(_maybe_cast_indexer)
  1503496    6.923    0.000   22.841    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:519(sanitize_array)
 49421575    6.743    0.000    6.743    0.000 {method 'get' of 'dict' objects}
  4272091    6.693    0.000    6.693    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  1941323    6.243    0.000    8.532    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6147(__finalize__)
45525867/39451153    6.188    0.000    8.860    0.000 {built-in method builtins.len}
2160344/39962    5.894    0.000  130.226    0.003 /usr/lib/python3.12/copy.py:247(_reconstruct)
  3064363    5.805    0.000    8.306    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:649(_simple_new)
2160344/39962    5.717    0.000  129.783    0.003 /usr/lib/python3.12/copy.py:217(_deepcopy_dict)
  2900414    5.281    0.000    7.217    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:274(__init__)
   479544    5.216    0.000   11.591    0.000 /usr/lib/python3/dist-packages/numpy/lib/function_base.py:5369(insert)
  1884753    4.936    0.000   20.088    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:308(apply)
 29520682    4.623    0.000    5.051    0.000 {built-in method builtins.getattr}
 44696461    4.491    0.000    4.491    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:11(__init__)
  3726600    4.458    0.000   38.506    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:131(equals)
   935695    4.307    0.000    6.294    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2724(inferred_type)
  9960362    4.143    0.000    6.474    0.000 /usr/lib/python3.12/copy.py:231(_keep_alive)
 40575131    3.862    0.000    3.862    0.000 {built-in method builtins.id}
    40000    3.823    0.000  739.700    0.018 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:391(best_selection)
   496115    3.747    0.000    6.030    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
   599430    3.731    0.000    4.888    0.000 /usr/lib/python3/dist-packages/numpy/lib/function_base.py:5173(delete)
   479544    3.624    0.000   45.164    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6896(insert)
  3599216    3.561    0.000    3.561    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
   496112    3.396    0.000    5.672    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3945(_get_indexer)
  1880611    3.258    0.000   34.153    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:540(copy)
 11401367    3.222    0.000    7.359    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
   496115    3.181    0.000   23.830    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:478(__new__)
 25114008    3.105    0.000    3.105    0.000 {method 'items' of 'dict' objects}
   618927    2.971    0.000   11.804    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:173(information_loss_given_c)
  3730743    2.957    0.000   21.178    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
 11401367    2.771    0.000    4.135    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:37(_check)
   479544    2.715    0.000   27.883    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:674(_with_infer)
   639393    2.638    0.000    6.527    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:842(_engine)
   479551    2.622    0.000    2.825    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/concat.py:52(concat_compat)
  3726600    2.605    0.000   41.795    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1387(equals)
   479544    2.518    0.000  153.941    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1747(_setitem_with_indexer)
  1880611    2.512    0.000   57.794    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6553(copy)
5221814/5221813    2.397    0.000    6.566    0.000 {built-in method builtins.all}
   479544    2.297    0.000   17.786    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1414(_convert_to_indexer)
  1007374    2.287    0.000    7.704    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1825(from_array)
 18495045    2.258    0.000    2.258    0.000 {method 'append' of 'list' objects}
   496112    2.180    0.000   23.927    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3859(get_indexer)
   975662    2.177    0.000    3.260    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:274(full)
  3726600    2.011    0.000   28.673    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2025(_equal_values)
   504396    1.998    0.000    4.229    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:228(asarray_tuplesafe)
  1893037    1.986    0.000   12.836    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:581(_constructor_from_mgr)
  1499781    1.960    0.000    2.051    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6189(__getattr__)
 10436706    1.950    0.000    1.950    0.000 {built-in method numpy.asarray}
  2900414    1.936    0.000    1.936    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:53(__init__)
  3726600    1.904    0.000   26.359    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:598(array_equals)
   159848    1.876    0.000  119.663    0.001 /usr/lib/python3.12/copy.py:191(_deepcopy_list)
  1893037    1.866    0.000    2.617    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1812(from_blocks)
 13099361    1.844    0.000    1.844    0.000 {built-in method builtins.issubclass}
   959088    1.727    0.000    2.259    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
  1015659    1.686    0.000    3.834    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:703(name)
   479544    1.684    0.000  176.900    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:867(__setitem__)
  1880610    1.651    0.000   10.547    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:566(copy_func)
   479544    1.651    0.000    4.838    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:1393(moveaxis)
    39962    1.608    0.000  321.946    0.008 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:84(generalise)
  3543909    1.590    0.000    1.590    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:831(_reset_identity)
  1011516    1.569    0.000    2.529    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2388(new_block)
  9111336    1.559    0.000    2.255    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3795(<genexpr>)
  1446918    1.550    0.000    1.550    0.000 {built-in method numpy.array}
  2160344    1.544    0.000    1.742    0.000 {method '__reduce_ex__' of 'object' objects}
  7517370    1.538    0.000    1.538    0.000 {built-in method __new__ of type object at 0xa43b40}
  1880610    1.532    0.000    7.423    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:773(_view)
  3726600    1.503    0.000   43.299    0.000 /home/service/castle_analysis/castle-performance-analysis/src/item.py:70(__eq__)
  1880610    1.478    0.000    1.478    0.000 {method 'copy' of 'numpy.ndarray' objects}
  7453200    1.458    0.000    2.784    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:142(<genexpr>)
  4828588    1.453    0.000    1.453    0.000 {built-in method _abc._abc_instancecheck}
  4235139    1.406    0.000    2.774    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5519(equals)
   943981    1.390    0.000    1.917    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:346(_name_get)
  3726601    1.389    0.000    6.861    0.000 {method 'all' of 'numpy.ndarray' objects}
   199810    1.358    0.000    5.157    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:1630(delete)
  1135505    1.332    0.000    3.861    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5153(_get_engine_target)
  1880610    1.242    0.000    8.896    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1010(view)
  7146091    1.203    0.000    1.203    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5127(_values)
  1007375    1.199    0.000    3.413    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:127(_get_single_key)
  1884753    1.152    0.000    1.956    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2467(extend_blocks)
   959090    1.139    0.000    3.394    0.000 {built-in method builtins.any}
  5441783    1.114    0.000    1.114    0.000 {method 'add' of 'set' objects}
  1893038    1.104    0.000    6.118    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:335(_from_mgr)
  2071211    1.086    0.000    1.086    0.000 {built-in method numpy.empty}
   479544    1.082    0.000   20.178    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:728(_get_setitem_indexer)
  4828588    1.064    0.000    2.517    0.000 <frozen abc>:117(__instancecheck__)
  1011516    1.043    0.000    2.034    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2317(maybe_coerce_values)
