,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,address_range,week_range,weekday_range,time_range,il_address,il_week,il_weekday,il_time
0,10551100122.0,10553101866.0,46.0,46.0,1.0,1.0,0.0,26.0,875,0,664,100,9958.33333333333,11.39397406559878,11.50883763910188,0.09513142857142856,2001744.0,0.0,0.0,26.0,0.24987648131915705,0,0.0,0.2736842105263158
1,10551100122.0,10553110670.0,46.0,46.0,1.0,1.0,86.0,95.0,434,1,408,130,21243.2432432432,49.06060795206282,49.859282788105624,0.08773811293508038,2010548.0,0.0,0.0,9.0,0.25097547926371633,0,0.0,0.09473684210526316
2,10551100122.0,10553110670.0,46.0,46.0,2.0,2.0,61.0,95.0,1115,2,996,132,21166.6666666667,19.00059844404551,19.327377069549314,0.08564016971988175,2010548.0,0.0,0.0,34.0,0.25097547926371633,0,0.0,0.35789473684210527
3,10551100122.0,10553110670.0,46.0,46.0,3.0,3.0,25.0,79.0,1130,3,960,132,21083.3333333333,18.67434307646882,19.042011565240337,0.0980961704127183,2010548.0,0.0,0.0,54.0,0.25097547926371633,0,0.0,0.5684210526315789
4,10551100122.0,10553110670.0,46.0,46.0,4.0,4.0,10.0,39.0,1323,4,1076,132,20708.3333333333,15.664397377710515,15.855273689366854,0.08301353631231614,2010548.0,0.0,0.0,29.0,0.25097547926371633,0,0.0,0.30526315789473685
5,10551100122.0,10554110751.0,46.0,46.0,2.0,2.0,26.0,61.0,1604,5,1366,167,21405.4054054054,13.353340864257891,13.589879054212831,0.08555528261640165,3010629.0,0.0,0.0,35.0,0.3758149798762541,0,0.0,0.3684210526315789
6,10551100122.0,10556110739.0,46.0,46.0,3.0,3.0,0.0,25.0,2168,6,1674,249,21783.7837837838,10.052507514436458,10.088300498829993,0.08962998359227134,5010617.0,0.0,0.0,25.0,0.6254722607875686,0,0.0,0.2631578947368421
7,10551100122.0,10559111056.0,46.0,46.0,1.0,1.0,27.0,84.0,269,7,260,148,19583.3333333333,73.07213930348247,74.16479849515551,0.09069802794322908,8010934.0,0.0,0.0,57.0,1.0,0,0.0,0.6
8,10551100122.0,10559111056.0,46.0,46.0,1.0,1.0,27.0,85.0,2164,8,1892,370,49500.0,22.884882108183074,23.249720105673944,0.09239346763199523,8010934.0,0.0,0.0,58.0,1.0,0,0.0,0.6105263157894737
9,10551100122.0,10559111056.0,46.0,46.0,1.0,1.0,28.0,85.0,879,9,829,364,48400.0,55.125284738041,56.14647607951122,0.08851070548935405,8010934.0,0.0,0.0,57.0,1.0,0,0.0,0.6
10,10551100122.0,10559111056.0,46.0,46.0,2.0,2.0,0.0,25.0,2019,10,1681,370,25400.0,12.586719524281468,12.699131190269332,0.09282887359583707,8010934.0,0.0,0.0,25.0,1.0,0,0.0,0.2631578947368421
11,10551100122.0,10559111056.0,46.0,46.0,3.0,3.0,73.0,95.0,1584,11,1427,253,20291.6666666667,12.818488102758497,12.997519920307951,0.08601681269768391,8010934.0,0.0,0.0,22.0,1.0,0,0.0,0.23157894736842105
12,10551100122.0,10559111056.0,46.0,46.0,4.0,4.0,0.0,9.0,1202,12,1060,355,25800.0,21.48209825145712,21.661009555448075,0.09256895745028391,8010934.0,0.0,0.0,9.0,1.0,0,0.0,0.09473684210526316
13,10551100724.0,10559111056.0,46.0,46.0,2.0,2.0,0.0,25.0,1212,13,1049,339,18700.0,15.441783649876138,15.581885317115548,0.0926876722325698,8010332.0,0.0,0.0,25.0,0.9999248527075619,0,0.0,0.2631578947368421
14,10552100118.0,10554110751.0,46.0,46.0,3.0,3.0,26.0,65.0,1675,14,1370,128,21891.8918918919,13.077593722755019,13.23491293643997,0.08373570951214078,2010633.0,0.0,0.0,39.0,0.250986089761818,0,0.0,0.4105263157894737
15,10552100118.0,10559111056.0,46.0,46.0,2.0,2.0,26.0,74.0,1823,15,1610,328,81600.0,44.785949506037326,45.61158814436519,0.08930563299631183,7010938.0,0.0,0.0,48.0,0.8751711098855639,0,0.0,0.5052631578947369
16,10552100118.0,10559111056.0,46.0,46.0,2.0,2.0,27.0,74.0,284,16,281,280,58800.0,207.773851590106,210.7481396575878,0.08415988891093036,7010938.0,0.0,0.0,47.0,0.8751711098855639,0,0.0,0.49473684210526314
17,10552100129.0,10559111056.0,46.0,46.0,2.0,2.0,26.0,74.0,190,17,188,184,38400.0,203.17460317460322,206.44227086311108,0.08310249307479223,7010927.0,0.0,0.0,48.0,0.8751697367622802,0,0.0,0.5052631578947369
18,10552104973.0,10559111056.0,46.0,46.0,2.0,2.0,26.0,74.0,164,18,161,162,12600.0,77.30061349693251,78.74206852791879,0.08752230814991077,7006083.0,0.0,0.0,48.0,0.8745650631998716,0,0.0,0.5052631578947369
19,10553100116.0,10555111039.0,46.0,46.0,1.0,1.0,25.0,73.0,1396,19,1099,119,21027.027027027,15.073137653782796,15.279804431682225,0.08661874697252074,2010923.0,0.0,0.0,48.0,0.2510222902847533,0,0.0,0.5052631578947369
