,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,address_range,week_range,weekday_range,time_range,il_address,il_week,il_weekday,il_time
0,10551100122.0,10553101866.0,46.0,46.0,1.0,1.0,0.0,13.0,436,0,363,100,9958.33333333333,22.892720306513404,23.0977831968054,0.09477842774177257,2001744.0,0.0,0.0,13.0,0.24987648131915705,0,0.0,0.1368421052631579
1,10551100122.0,10553110670.0,46.0,46.0,1.0,1.0,13.0,36.0,1042,1,884,132,19083.3333333333,18.33173230867752,18.561692673178186,0.08804215280668728,2010548.0,0.0,0.0,23.0,0.25097547926371633,0,0.0,0.24210526315789474
2,10551100122.0,10553110670.0,46.0,46.0,1.0,1.0,52.0,72.0,877,2,747,132,21027.027027027,24.003455510304796,24.445581972575297,0.0885664173370137,2010548.0,0.0,0.0,20.0,0.25097547926371633,0,0.0,0.21052631578947367
3,10551100122.0,10553110670.0,46.0,46.0,2.0,2.0,1.0,17.0,752,3,611,132,20054.0540540541,26.70313455932637,26.950087739978358,0.09252277614305116,2010548.0,0.0,0.0,16.0,0.25097547926371633,0,0.0,0.16842105263157894
4,10551100122.0,10553110670.0,46.0,46.0,2.0,2.0,49.0,71.0,729,4,631,130,21166.6666666667,29.075091575091616,29.478162634605162,0.09325400185533296,2010548.0,0.0,0.0,22.0,0.25097547926371633,0,0.0,0.23157894736842105
5,10551100122.0,10553110670.0,46.0,46.0,2.0,2.0,71.0,94.0,115,5,114,113,18540.5405405405,162.636320531057,165.51206933062764,0.07667296786389413,2010548.0,0.0,0.0,23.0,0.25097547926371633,0,0.0,0.24210526315789474
6,10551100122.0,10553110670.0,46.0,46.0,3.0,3.0,0.0,17.0,714,6,604,130,21783.7837837838,30.552291421856665,30.720162211951482,0.09383165030718169,2010548.0,0.0,0.0,17.0,0.25097547926371633,0,0.0,0.17894736842105263
7,10551100122.0,10553110670.0,46.0,46.0,3.0,3.0,22.0,44.0,106,7,104,104,20083.3333333333,191.26984126984095,196.85165732959817,0.07760768956924172,2010548.0,0.0,0.0,22.0,0.25097547926371633,0,0.0,0.23157894736842105
8,10551100122.0,10553110670.0,46.0,46.0,3.0,3.0,45.0,62.0,756,8,657,132,21891.8918918919,28.995883300519075,29.422776877515737,0.09010281067159373,2010548.0,0.0,0.0,17.0,0.25097547926371633,0,0.0,0.17894736842105263
9,10551100122.0,10553110670.0,46.0,46.0,3.0,3.0,90.0,95.0,252,9,240,115,18291.6666666667,72.87516600265617,74.34340606161177,0.08867157974300831,2010548.0,0.0,0.0,5.0,0.25097547926371633,0,0.0,0.05263157894736842
10,10551100122.0,10553110670.0,46.0,46.0,4.0,4.0,0.0,15.0,659,10,556,131,16083.3333333333,24.442755825734498,24.548716600771705,0.09120592427483588,2010548.0,0.0,0.0,15.0,0.25097547926371633,0,0.0,0.15789473684210525
11,10551100122.0,10553110670.0,46.0,46.0,4.0,4.0,24.0,39.0,632,11,577,131,20708.3333333333,32.81827786582139,33.1842747408864,0.08980181461304278,2010548.0,0.0,0.0,15.0,0.25097547926371633,0,0.0,0.15789473684210525
12,10551100122.0,10554102915.0,46.0,46.0,3.0,3.0,22.0,44.0,121,12,119,121,18378.3783783784,153.1531531531533,157.05835348692509,0.07854654736698312,3002793.0,0.0,0.0,22.0,0.37483681678066505,0,0.0,0.23157894736842105
13,10551100122.0,10554110751.0,46.0,46.0,1.0,1.0,30.0,51.0,416,13,393,161,19791.6666666667,47.69076305220893,48.387092351213965,0.08739945451183433,3010629.0,0.0,0.0,21.0,0.3758149798762541,0,0.0,0.22105263157894736
14,10551100122.0,10554110751.0,46.0,46.0,1.0,1.0,52.0,87.0,1077,14,924,168,22162.1621621622,20.596804983422114,20.827204918355207,0.08896147953883383,3010629.0,0.0,0.0,35.0,0.3758149798762541,0,0.0,0.3684210526315789
15,10551100122.0,10554110751.0,46.0,46.0,2.0,2.0,1.0,23.0,514,15,426,163,21135.1351351351,41.19909383067271,41.27342212563526,0.09210586080031491,3010629.0,0.0,0.0,22.0,0.3758149798762541,0,0.0,0.23157894736842105
16,10551100122.0,10554110751.0,46.0,46.0,3.0,3.0,4.0,22.0,489,16,421,156,19513.5135135135,39.986708019494884,40.14479528128323,0.09330422673040008,3010629.0,0.0,0.0,18.0,0.3758149798762541,0,0.0,0.18947368421052632
17,10551100122.0,10554110751.0,46.0,46.0,3.0,3.0,62.0,82.0,830,17,758,168,21083.3333333333,25.43224768797744,25.613784395896836,0.08854986209899841,3010629.0,0.0,0.0,20.0,0.3758149798762541,0,0.0,0.21052631578947367
18,10551100122.0,10554110751.0,46.0,46.0,4.0,4.0,1.0,20.0,486,18,399,153,19083.3333333333,39.347079037800626,39.66775535659762,0.09556893427492422,3010629.0,0.0,0.0,19.0,0.3758149798762541,0,0.0,0.2
19,10551100122.0,10555100228.0,46.0,46.0,2.0,2.0,71.0,94.0,134,19,133,126,20250.0,152.25563909774436,154.55094251441034,0.08286923591000223,4000106.0,0.0,0.0,23.0,0.49933078964325506,0,0.0,0.24210526315789474
